Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,128843.4,128843.40000000005,-5.820766091346741e-11,-4.517706061270303e-16
IME,83084.4,83084.39999999998,1.4551915228366852e-11,1.751461794075284e-16
JL,91254.04,91254.04000000001,-1.4551915228366852e-11,-1.5946598340596047e-16
LN,148089.18,148089.18,0.0,0.0
SD,0,0,,
JB,0,0,,
