Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,121630.04647052115,1.2331501764984285e6,340062.82312219957,12180.0,43759.0625206017,
IME,23953.609964272433,78277.12098937051,1.5127245967979457e6,1.1252044909213888e6,,12439.84445699943,
JL,6344.0,113740.58000000003,1.0058165671146878e6,257772.49402014213,,108472.84235687176,
LN,10652.257723095816,130403.18000000002,2.0768638852797959e6,538401.9700000001,2510.0,50877.75575999998,883137.6033184724
SD,,,0.0,,,,
JB,,,0.0,,,,
