Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,143921.40000000002,143547.0784618181,374.3215381819173,0.0026008747704088287
IME,97527.024,96606.64654636363,920.377453636378,0.009437153066788728
JL,125148.2,125148.19999999998,1.4551915228366852e-11,1.1627746326648608e-16
LN,138863.78,138863.78,0.0,0.0
SD,0,0,,
JB,0,0,,
