Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,84070.23034992751,342420.04804695636,1.107975336592749e6,764755.5573307291,87.0,47562.908769599955,
IME,222536.94824470553,568551.2319522887,2.2911314952035192e6,2.3899384155869707e6,,7618.0061760000035,
JL,78616.86422493351,321463.56121724,1.1788440053957624e6,1.0319201275515527e6,,190791.28301266755,
LN,163946.92181404348,410129.3350000002,2.317987126107057e6,2.270791484886438e6,0.0,40697.56701695999,1.5794676303956048e6
SD,,,0.0,,,,
JB,,,0.0,,,,
