CHARGE
614.9681002524334
1532.1408733753115
479.1359801672713
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3157.8947368421054
6157.894736842105
3551.8900955999975
3889.619350000002
628.9394399999974
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1261.6101624122384
3157.8947368421054
2220.2377300000007
2506.9585178255725
3157.8947368421054
326.9830634463978
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
360.6814599999998
1045.1358299999993
1544.5098063999985
1469.0411734999993
2347.185949745998
2821.4953286359905
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1805.8057340489995
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
21.136379999999917
1130.6118927999994
696.9818299999988
729.6738299999979
829.9867755999985
350.963749999999
0.0
0.0
0.0
0.0
289.71116683010825
0.0
1262.1315849501166
1798.6983779237842
1665.38631368421
2658.7911008815045
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
924.5995306480008
46.46539732983875
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3157.8947368421054
3157.8947368421054
3157.8947368421054
1127.7877645797862
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
816.725606400002
1662.6479556000004
2183.483010000001
2020.0230100000008
312.3098399999999
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3000.0
3632.3820427999995
2066.6299114925323
2488.8744763999994
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3000.0
3000.0
0.0
3000.0
947.0671291956369
0.0
3157.8947368421054
565.8597031589306
0.0
0.0
0.0
0.0
0.0
