Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,351092.45,350691.1692106373,401.2807893627323,0.0011429490704306865
IME,1.2054933000000003e6,1.2054933000000005e6,-2.3283064365386963e-10,-1.9314138341031806e-16
JL,258445.6,258445.59999999983,1.7462298274040222e-10,6.75666301691351e-16
LN,538401.9700000001,538401.97,1.1641532182693481e-10,2.1622380361449048e-16
SD,0,0,,
JB,0,0,,
