Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,351092.45,340062.82312219957,11029.626877800445,0.03141516394841428
IME,1.2054933000000003e6,1.1252044909213888e6,80288.80907861143,0.06660245152636801
JL,258445.6,257772.49402014213,673.105979857879,0.0026044396958504186
LN,538401.9700000001,538401.9700000001,0.0,0.0
SD,0,0,,
JB,0,0,,
