Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,110112.1521202363,1.2196225795641586e6,179322.74014391858,7180.562828541235,49830.59480084992,
IME,17332.984086331802,103209.46600481906,2.7835321529123704e6,571460.0264157326,,11131.038072,
JL,520.0,98481.98,520048.81506492116,573103.65,,160630.32360648003,
LN,879.7836303621364,151540.33999999994,2.510037027977548e6,361123.14,1400.0,42064.2936,891127.758527412
SD,,,0.0,,,,
JB,,,0.0,,,,
