Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,147206.66031148736,549563.6160000003,1.435761144314078e6,446376.5679999997,0.0,64354.83866279995,
IME,229464.67878730397,755530.3607724452,2.541279984893706e6,1.1622722240000002e6,,6596.171850240001,
JL,81802.45869130606,255947.97680234676,525862.0053837027,1.494178735724002e6,,331691.6456530401,
LN,185005.4402155943,433373.65499999997,2.1146444446190274e6,1.9020322204555434e6,300.0,72198.83659968,1.7309301485624267e6
SD,,,0.0,,,,
JB,,,0.0,,,,
