Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,2.1630274302577777e6,4.726987507621888e6,2.5931299945999878e6,0.0,256270.16110364985,0.0
IME,2.887409830908604e6,9.964469743307326e6,5.175924394233159e6,0.0,26306.161545600004,0.0
JL,1.394849364234877e6,2.8322452773262374e6,4.905043555300224e6,0.0,1.316275264609968e6,0.0
LN,1.9433686143059707e6,1.0557837584677014e7,4.64593858532146e6,830.0,288795.34639872,6.958348624978416e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
