Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,52360.63914223522,0.010889142651713082
IME,8.324569365000001e6,257131.0360552211,0.030888208720598616
JL,8.140845e6,1.6259077962594908e6,0.19972223967653122
LN,6.592411239999999e6,2465.479678540549,0.00037398754246110245
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,1.9378649511354875e6,0.06954141433672446
