Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,502804.56355621706,0.09014100154816176
IME,1.5163926692999998e7,2.5223691304073934e6,0.16634010315888526
JL,9.363135e6,1.9798870255923478e6,0.2114555675628246
LN,9.926800915000001e6,27143.80465986434,0.0027343959944687115
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,5.032204524215822e6,0.12570504858068254
