Region,Week1,Week2,Week3,Week4
HL,0.02549355530915912,0.08719295823537272,0.17299554463001232,0.035728429576716396
IME,0.1744217953205871,0.3240940582752103,0.2271417185894822,0.14550359895109358
JL,0.17321389616324417,0.3258965507403498,0.1886194637714684,0.09763071952314081
LN,0.0007482948328875879,0.00021367935961075124,0.0005740781779567379,0.003358724945038999
SD,,,,
JB,,,,
