Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,737141.8540100232,0.1321521517894957
IME,1.5163926692999998e7,2.752533980166265e6,0.18151854964037084
JL,9.363135e6,2.896396839041383e6,0.3093404974980477
LN,9.926800915000001e6,22824.7476133717,0.002299305466968932
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,6.408897420831042e6,0.16009499569370547
