STOR,SOLAR,COAL,WIND,GAS,HYDRO
0.0,0.0,6863.3175,25.05,29.0,351.4553399097606
0.0,0.0,6863.3175,25.05,29.0,0.0
0.0,0.0,6863.3175,16.7,29.0,5.731993090239541
0.0,0.0,7007.807709000001,8.35,29.0,163.31532199999992
0.0,0.0,7325.925020000001,8.35,29.0,0.0
0.0,180.6,7723.4425,8.35,29.0,501.12785858902987
0.0,730.8,7848.5675,0.0,29.0,1059.038334054249
0.0,1465.8,7973.6925,0.0,29.0,8.52463405424902
0.0,2112.6,7723.4425,0.0,29.0,61.60473405424824
0.0,2599.8,7723.4425,0.0,29.0,175.6703385890297
0.0,2885.4,8098.8175,0.0,29.0,224.54883858903048
0.0,2956.7999999999997,7835.848387200552,0.0,29.0,518.233755889687
0.0,2843.4,7394.623543090239,0.0,29.0,0.0
0.0,2549.4,7598.3175,0.0,29.0,240.65254309023857
0.0,2070.6,8231.442500000001,0.0,29.0,213.50427309023888
0.0,1507.8,9276.81712784557,0.0,29.0,300.2905310000001
0.0,835.8000000000001,10776.646173887815,0.0,145.0,561.4415849577548
0.0,243.60000000000002,10588.5,0.0,145.0,730.3466796807484
0.0,12.6,10444.0,0.0,145.0,172.5611796807484
0.0,0.0,10209.025,33.4,145.0,772.262679680749
0.0,0.0,10130.438936994615,175.35000000000002,145.0,300.29053100000004
0.0,0.0,8981.282718680748,509.34999999999997,29.0,300.29053100000004
0.0,0.0,7408.051310794774,910.15,29.0,300.29053100000004
0.0,0.0,6638.4425,908.0218788455704,29.0,0.0
0.0,0.0,6638.4425,978.0367901242473,29.0,-7.685230229981244e-11
0.0,0.0,6638.4425,893.0142901242455,29.0,-7.548806024715304e-11
0.0,0.0,6638.4425,885.1,29.0,7.9142901241693835
0.0,0.0,6638.4425,851.6999999999999,29.0,41.31429012416902
0.0,0.0,6638.4425,901.8,29.0,300.2905310000001
0.0,176.39999999999998,7121.047035950571,751.5,29.0,300.2905310000001
0.0,735.0,8124.1925,58.45,29.0,616.0481208278361
0.0,1478.3999999999999,8249.317500000001,8.35,29.0,347.36917731529456
0.0,2121.0,7748.8175,41.75,29.0,262.7475167792927
0.0,2608.2,7720.0535406914205,25.05,29.0,9.8712362591491
0.0,2910.6,7546.134636910936,8.349999999999909,29.0,1090.0
0.0,3015.6,8117.632096818429,8.35,29.0,0.0
0.0,2944.2,7373.4425,0.0,29.0,0.0
0.0,2679.6,7498.5675,0.0,29.0,76.28819681842833
0.0,2238.6,8076.757288482933,0.0,29.0,300.2905310000001
0.0,1621.2,9023.64146468683,0.0,29.0,300.2905310000001
0.0,898.8,10377.025,0.0,145.0,712.7756356868313
0.0,268.8,10377.025,0.0,145.0,741.2648870409603
0.0,8.4,10301.698872809711,0.0,145.0,179.50461423124847
0.0,0.0,10257.275,0.0,145.0,603.0669870409606
0.0,0.0,10027.90205604096,8.35,145.0,300.29053100000004
0.0,0.0,9034.317500000001,50.1,29.0,279.11741704095925
0.0,0.0,8059.350420727787,133.6,29.0,321.46364495904083
0.0,0.0,6932.98975468683,300.59999999999997,29.0,300.29053100000004
0.0,0.0,6937.625349942,534.4,29.0,0.0
0.0,0.0,6707.938249941999,676.35,29.0,0.0
0.0,0.0,6707.938249941999,676.35,29.0,0.0
0.0,0.0,6625.726125941999,592.8499999999999,29.0,165.7121239999999
0.0,0.0,6970.258018941999,459.25,29.0,300.2905310000001
0.0,168.00000000000006,7806.3175,392.45,29.0,319.189635666698
0.0,735.0,8314.317500000001,25.05,29.0,765.2042597344594
0.0,1495.1999999999998,8007.159570870075,0.0,29.0,151.42898886438383
0.0,2137.8,7681.1925,8.349999999999909,29.0,265.1994597344592
0.0,2620.8,7681.1925,8.35,29.0,308.0957056666989
0.0,2914.7999999999997,7359.894969333398,8.349999999999909,29.0,1028.0751363333015
0.0,3028.2,7561.105222795555,0.0,29.0,133.78534602244406
0.0,2944.2,7180.6925,0.0,29.0,0.0
0.0,2679.6,7180.6925,0.0,29.0,0.0
0.0,2221.8,7563.5675,0.0,29.0,132.6858088179997
0.0,1495.1999999999998,8564.192500000001,0.0,29.0,199.53150015955634
0.0,827.4000000000001,10136.589949718636,0.0,145.0,600.5310620000005
0.0,231.0,10018.5925,0.0,145.0,292.7280285643401
0.0,4.2,9526.5,0.0,145.0,458.1540885643399
0.0,0.0,9438.06588625736,0.0,145.0,569.7461423069776
0.0,0.0,8926.189982564341,0.0,145.0,550.1056460000011
0.0,0.0,8125.66147,0.0,29.0,365.92821856434153
0.0,0.0,7377.975,0.0,29.0,283.65044025929956
0.0,0.0,6022.3159885186,66.8,29.0,316.93062174070053
0.0,0.0,5886.19667610264,317.3,29.0,300.29053100000004
0.0,0.0,5869.35,609.55,29.0,165.71212399999996
