Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.4208692303241212e6,8.46479387217233e6,2.858167540247709e6,88376.23886167226,544890.8596079998,0.0
IME,1.155240576e6,3.370701491976453e7,1.0746739452542726e7,0.0,150224.85244799993,0.0
JL,1.24397726e6,7.708937151889104e6,4.227155570361602e6,0.0,1.415076662102881e6,0.0
LN,1.6910144924772724e6,3.336246184871237e7,5.3364263670856515e6,37946.82881476385,581440.3687199998,1.0684118672145441e7
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
