Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.28701265e6,7975.879428169923,0.0018604748992681237
IME,1.1908905876000002e7,6925.847457274373,0.0005815687460618881
JL,5.472927489999999e6,1794.6596383974538,0.0003279158442490993
LN,7.029336200000001e6,1895.3404370757198,0.00026963291883460054
SD,0.0,,
JB,0.0,,
NEG,2.8698182216000006e7,18591.72696091747,0.0006478363967788902
