Path,Total
HL_to_IME,-8347.385014142928
HL_to_JL,-2048.11405995972
IME_to_JL,5876.295625489357
IME_to_LN,8254.551548751022
JL_to_LN,456.4839236953896
IME_to_SD,5775.884020507963
LN_to_JB,4819.143368320189
