Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,176987.72555548375,516957.36769886,886674.3630724429,1.0743883678594665e6,0.0,63588.70963109998,
IME,361193.26857556624,760571.829783535,1.5888227197347018e6,2.2843703364342377e6,,6556.908922560001,
JL,172110.21332282346,336319.95362336695,331069.70222944225,1.6446905885450605e6,,325372.31229196646,
LN,143447.61312984687,527896.4349999998,3.1695997561265575e6,599126.0849999998,150.0,72198.83659967998,1.7514e6
SD,,,0.0,,,,
JB,,,0.0,,,,
