Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,107179.79999999999,723364.2363097633,150041.15000000002,4524.0,55289.86108799994,
IME,10389.62625389225,88004.44799999999,2.870480361266433e6,751469.7921827274,,11821.576536000006,
JL,2083.114260695456,107114.68000000001,650029.4161466869,320110.93974796584,,146352.07263600008,
LN,3338.796738400045,139413.47999999992,3.0257878118634075e6,298240.19,800.0,50960.63279999997,891240.0
SD,,,0.0,,,,
JB,,,0.0,,,,
