Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,735964.4752514171,0.1319410755419938
IME,1.5163926692999998e7,2.7410248853587043e6,0.1807595711092445
JL,9.363135e6,2.8923203485312737e6,0.30890512083092614
LN,9.926800915000001e6,19885.549460487673,0.002003218320863008
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,6.3891952586018825e6,0.15960283341209652
