Region,Week1,Week2,Week3,Week4
HL,0.05658129108278617,0.16910771789846157,0.263183875665945,0.04685122932099014
IME,0.1177661975726484,0.2762006659399744,0.18727293487513194,0.1361395347321249
JL,0.24244671340477914,0.4548221216669772,0.3219534479148662,0.1380286916306024
LN,0.0002746844243348294,0.0012249429373877045,0.005441606044716821,0.0003243193269616206
SD,,,,
JB,,,,
