Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,2.1409060142928585e6,5.67029112175121e6,2.605879267699105e6,448.0000000000002,257419.3546511997,0.0
IME,2.926792296078457e6,1.0548027422109168e7,5.188302052990246e6,0.0,26109.846907199993,0.0
JL,1.4565553935253455e6,3.3085952392995455e6,5.045349698096136e6,0.0,1.3478117713622008e6,0.0
LN,1.9430648583872821e6,1.2752171078307658e7,4.648199123235047e6,240.0,288795.3463987199,6.990472595114692e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
