Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,61732.78200803662,0.012838213600612694
IME,8.324569365000001e6,207003.29022505565,0.024866546382012834
JL,8.140845e6,1.4433365631957464e6,0.17729566933110094
LN,6.592411239999999e6,204.9417649540701,3.108752738460383e-5
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,1.7122775771937927e6,0.061446079813428166
