Week,Zone 1 Max NSE MW,Zone 2 Max NSE MW,Zone 3 Max NSE MW,Zone 4 Max NSE MW,Zone 5 Max NSE MW,Zone 6 Max NSE MW
1,0.0,3680.9212457398453,0.0,143.63672640450795,0.0,0.0
2,0.0,182.74860124252137,0.0,0.0,0.0,0.0
3,0.0,8654.16667963157,0.0,0.0,0.0,0.0
4,0.0,8609.156799940441,0.0,0.0,0.0,0.0
