Region,Week1,Week2,Week3,Week4
HL,0.00031396780463984196,0.023157381392759493,0.018090569513785015,4.106833789950247e-5
IME,0.001615405189397127,0.049255623096664175,0.02389575670339449,0.002037541899367899
JL,0.3058940648133276,0.19244852570712964,0.06347340994366926,0.17370535412060925
LN,0.000490738283555715,4.1317833410084766e-16,3.323525932573308e-16,4.382951458080216e-16
SD,NaN,NaN,NaN,NaN
JB,NaN,NaN,NaN,NaN
