Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,1.336529616e6,1.0525602626394238e6,283969.353360576,0.21246768493649001
IME,3.6839985429999996e6,2.9974143428268544e6,686584.2001731454,0.18636929199598368
JL,1.726785e6,1.2721082763961959e6,454676.7236038041,0.26330824254542634
LN,2.6840881300000004e6,2.6718595793933854e6,12228.550606614852,0.004555942284434174
SD,0.0,0.0,0.0,NaN
JB,0.0,0.0,0.0,NaN
