Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,27747.485208410013,0.005770485800219303
IME,8.324569365000001e6,24488.046474432223,0.0029416592499535523
JL,8.140845e6,44460.29946449073,0.005461386313643206
LN,6.592411239999999e6,1.9208528101444244e-9,2.913733291529951e-16
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,96695.83114733489,0.0034699863138092446
