Path,Total
HL_to_IME,-2093.690337574933
HL_to_JL,-1125.9429478227178
IME_to_JL,340.85480483716015
IME_to_LN,3878.4354933878813
JL_to_LN,1701.5942567325276
IME_to_SD,2153.507464502686
LN_to_JB,1756.6514069552586
