Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,518288.2125879426,0.0929168546976806
IME,1.5163926692999998e7,2.3531670717060156e6,0.15518190765141915
JL,9.363135e6,1.7992090569398878e6,0.1921588289541791
LN,9.926800915000001e6,4949.918704034935,0.0004986418833639856
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,4.675614259937881e6,0.11679738271003866
