Region,Week1,Week2,Week3,Week4
HL,5.844493660220402e-17,0.003083609349953107,0.009689086362690271,2.6658567366833263e-16
IME,-1.2131718028672146e-16,0.0018832982542278346,0.0061055940241207226,4.536987212853827e-16
JL,0.03363468827136095,0.0014667819234961594,0.002272610407265829,0.0003672093016672122
LN,1.2449125742918206e-16,4.1317833410084766e-16,3.323525932573308e-16,4.382951458080216e-16
SD,NaN,NaN,NaN,NaN
JB,NaN,NaN,NaN,NaN
