Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,17771.75952220318,0.0036958911842830044
IME,8.324569365000001e6,17729.955894504325,0.0021298346037031696
JL,8.140845e6,55251.0122037144,0.006786889101034893
LN,6.592411239999999e6,1.9208528101444244e-9,2.913733291529951e-16
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,90752.72762042383,0.0032567145764940083
