Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,118238.0117558538,1.2906890348261741e6,139448.93955603841,6246.410888685905,54168.02785030237,
IME,19383.43007715946,101347.4300510111,2.224270439580923e6,688015.4920780876,,11821.576536000011,
JL,3362.571785313812,107585.24000000003,908159.0501552947,180088.65000000002,,146352.0726360001,
LN,5328.962051855763,143971.58149545456,2.6898426755658104e6,304642.66068374756,7836.476349999999,50960.632799999985,882434.8458866177
SD,,,0.0,,,,
JB,,,0.0,,,,
