Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,143371.6753579529,1.1362525215907404e6,139911.77592272725,7916.813465000001,53906.703407999965,
IME,2853.6891780000005,96389.99999999999,2.5324645848277654e6,248033.90444272722,,11624.279832000006,
JL,3438.874001775852,124971.73999999999,1.125736476649876e6,261511.25000000006,,150431.57291328014,
LN,5655.486853317309,138314.11762272727,2.9479714457484647e6,132655.02343763295,10476.756718737262,48418.82159999998,891240.0
SD,,,0.0,,,,
JB,,,0.0,,,,
