Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.8905000102803404e6,2.9324227268825006e6,3.1348892926219245e6,87.0,193441.8301787999,0.0
IME,2.381691652792466e6,6.664344402691772e6,1.0172512561740782e7,0.0,30425.854969600012,0.0
JL,1.4883456746474763e6,3.247563338039937e6,5.771869792991213e6,0.0,773958.5637599408,0.0
LN,1.830802331426739e6,7.400950250796616e6,8.074938595047903e6,150.0,162790.26806784002,6.503685703425296e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
