Index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168
1,0.0,0.0,0.0,0.0,0.0,1043.4902775027267,2306.482950121818,3317.886423939999,4324.07394394,4752.453641500809,5664.519401975557,3856.3595181400005,2803.637844776365,3124.0456520490916,3186.6757343109084,3746.90538132909,4470.963538219999,4952.880840820001,4667.074020820001,4640.238212001818,4249.644143819999,3525.3708001218183,2562.2941083399996,1887.32157223,1297.9986859300013,1088.5579459300004,1016.6299459300005,818.8279459300006,567.0799459300007,2098.841204693637,3412.573599551111,3865.7725773288903,3851.906188712728,3634.0790319299995,4192.066639466363,2122.639993621819,1278.560279985456,984.253290894545,82.64876170272782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.4025359400007,1822.50817033,2285.9671942600016,2231.051939260001,2171.111939260001,837.000701896365,0.0,0.0,1358.4968008681803,2374.9148758113047,1405.375219049999,750.0936510972733,1619.684806024547,0.0,0.0,0.0,0.0,0.0,0.0,605.4747301881825,2321.9125710972744,4111.016784733637,4856.707316551819,4671.105176049999,3754.032044650001,3076.458335860001,2485.5364363600006,2348.4682813600007,2348.468281360001,2204.6122813600014,1503.314281360002,1231.3196862963637,703.126073367273,0.0,0.0,2521.208849097273,4055.012117897273,309.9201183908317,0.0,0.0,1334.0122486881828,2703.671019097272,4302.525022033636,5618.221236669999,5332.408116669998,4415.815491033636,2645.1326228518196,1260.8843394581831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.8451875172741,1677.032749380911,4110.456980253635,5735.424618899091,5820.97114999,6244.508749990002,5945.434804989999,4702.698412780001,2979.765677225455,1062.5059204572708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0611539072743,3797.918995034549,4445.4082177618175,4751.9838313981845,4582.635095034548,4328.87206492909,3612.1397276199996,3125.3511427600006,2389.2563329899995,2343.65240299,2363.6324029899997,2365.6304029900007,2347.6484029900007,3669.831875589998,4345.506904300001,4330.593468522224,4267.932349300002,2693.7418213659607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.421559899999,1069.1985196809094
