Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,83118.22455199463,344778.8186710151,842835.5731279248,724348.7755726343,87.0,48432.96197879996,
IME,196937.19749744062,545847.2460018899,2.103691081925085e6,2.352257517154588e6,,7710.345644800002,
JL,70413.66962974035,314990.22305390495,1.0841034876721536e6,937878.0325394212,,194948.8388354602,
LN,164332.37951614906,408718.99758000014,1.9190255248228202e6,2.2597316111108204e6,0.0,40697.56701696001,1.5747824432265395e6
SD,,,0.0,,,,
JB,,,0.0,,,,
