Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.808518064e6,72136.22553736018,0.015001758250098605
IME,8.324569365000001e6,229610.44289509312,0.027582260754588965
JL,8.140845e6,1.5868630000604691e6,0.1949260795483109
LN,6.592411239999999e6,3940.5342996134423,0.0005977379377827531
SD,0.0,,
JB,0.0,,
NEG,2.7866343669e7,1.892550202792536e6,0.06791526815546703
