Week,Zone 1 Max NSE MW,Zone 2 Max NSE MW,Zone 3 Max NSE MW,Zone 4 Max NSE MW,Zone 5 Max NSE MW,Zone 6 Max NSE MW
1,0.0,2415.0241707516216,0.0,0.0,275.3392699999995,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,3176.125039894858,0.0,0.0,359.4294190599999,0.0
4,0.0,7751.621000146222,0.0,0.0,337.77004381999996,0.0
