Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.40489459931111e6,1.799921978378558e7,2.797456173562755e6,149797.38859980594,536089.6764668254,0.0
IME,952355.4866200662,2.329683245493502e7,1.0022535561298773e7,0.0,146383.8066490209,0.0
JL,1.24403954e6,1.1854997617715694e7,4.228177261614958e6,0.0,1.4140985545188645e6,0.0
LN,1.6897715694845214e6,2.851785941692715e7,5.327655595077157e6,54219.83255378291,581440.3687199998,1.0655737548410654e7
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
