Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,4.28701265e6,84661.87712613537,0.019748455168690802
IME,1.1908905876000002e7,929998.4294828703,0.07809268451412439
JL,5.472927489999999e6,710.6883850421,0.00012985525321514905
LN,7.029336200000001e6,11909.035438321283,0.0016941906176462696
SD,0.0,,
JB,0.0,,
NEG,2.8698182216000006e7,1.0272800304323691e6,0.03579599650948041
