Week,Share
1,0.13895485713428907
2,0.2329686170785332
3,0.29280134536317703
4,0.15467155711808964
5,0.20476578185179925
6,0.21765714346891024
7,0.2846025151617598
8,0.3030189925655013
9,0.30264522666356986
10,0.3452099015441599
11,0.24861076499854776
12,0.23891374711583058
13,0.2469603520973799
