Path,Total
HL_to_IME,-3754.501426168756
HL_to_JL,3130.4515574858833
IME_to_JL,-799.1149004456701
IME_to_LN,10440.496083493059
JL_to_LN,3131.2083505105934
IME_to_SD,5775.884020507963
LN_to_JB,4819.283144131163
