Path,Total
HL_to_IME,-2068.9638377269107
HL_to_JL,-1174.1237469259559
IME_to_JL,378.59692498653897
IME_to_LN,3971.9495516375027
JL_to_LN,1725.1643888103124
IME_to_SD,2153.507464502686
LN_to_JB,1756.6514069552586
