Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,382396.5999999999,382396.6000000002,-2.9103830456733704e-10,-7.610901994613371e-16
IME,1.69646184e6,1.6964618400000003e6,-2.3283064365386963e-10,-1.3724484581030693e-16
JL,531620.95,531620.9500000001,-1.1641532182693481e-10,-2.1898181745270727e-16
LN,662178.6599999999,662178.6599999999,0.0,0.0
SD,0,0,,
JB,0,0,,
