hour,tech,dispatch,zone,period
1,net_export,-1e-10,hl,2021 week 10
2,net_export,-1e-10,hl,2021 week 10
3,net_export,-1e-10,hl,2021 week 10
4,net_export,-1e-10,hl,2021 week 10
5,net_export,-1e-10,hl,2021 week 10
6,net_export,-1e-10,hl,2021 week 10
7,net_export,-1e-10,hl,2021 week 10
8,net_export,-1e-10,hl,2021 week 10
9,net_export,-1e-10,hl,2021 week 10
10,net_export,-1e-10,hl,2021 week 10
11,net_export,-1e-10,hl,2021 week 10
12,net_export,-1e-10,hl,2021 week 10
13,net_export,-1e-10,hl,2021 week 10
14,net_export,-1e-10,hl,2021 week 10
15,net_export,-1e-10,hl,2021 week 10
16,net_export,-1e-10,hl,2021 week 10
17,net_export,-1e-10,hl,2021 week 10
18,net_export,-1e-10,hl,2021 week 10
19,net_export,-1e-10,hl,2021 week 10
20,net_export,-1e-10,hl,2021 week 10
21,net_export,-1e-10,hl,2021 week 10
22,net_export,-1e-10,hl,2021 week 10
23,net_export,-1e-10,hl,2021 week 10
24,net_export,-1e-10,hl,2021 week 10
25,net_export,-1e-10,hl,2021 week 10
26,net_export,-1e-10,hl,2021 week 10
27,net_export,-1e-10,hl,2021 week 10
28,net_export,-1e-10,hl,2021 week 10
29,net_export,-1e-10,hl,2021 week 10
30,net_export,-1e-10,hl,2021 week 10
31,net_export,-1e-10,hl,2021 week 10
32,net_export,-1e-10,hl,2021 week 10
33,net_export,-1e-10,hl,2021 week 10
34,net_export,-1e-10,hl,2021 week 10
35,net_export,-1e-10,hl,2021 week 10
36,net_export,-1e-10,hl,2021 week 10
37,net_export,-1e-10,hl,2021 week 10
38,net_export,-1e-10,hl,2021 week 10
39,net_export,-1e-10,hl,2021 week 10
40,net_export,-1e-10,hl,2021 week 10
41,net_export,-1e-10,hl,2021 week 10
42,net_export,-1e-10,hl,2021 week 10
43,net_export,-1e-10,hl,2021 week 10
44,net_export,-1e-10,hl,2021 week 10
45,net_export,-1e-10,hl,2021 week 10
46,net_export,-1e-10,hl,2021 week 10
47,net_export,-1e-10,hl,2021 week 10
48,net_export,-1e-10,hl,2021 week 10
49,net_export,-1e-10,hl,2021 week 10
50,net_export,-1e-10,hl,2021 week 10
51,net_export,-1e-10,hl,2021 week 10
52,net_export,-1e-10,hl,2021 week 10
53,net_export,-1e-10,hl,2021 week 10
54,net_export,-1e-10,hl,2021 week 10
55,net_export,-1e-10,hl,2021 week 10
56,net_export,-1e-10,hl,2021 week 10
57,net_export,-1e-10,hl,2021 week 10
58,net_export,-1e-10,hl,2021 week 10
59,net_export,-1e-10,hl,2021 week 10
60,net_export,-1e-10,hl,2021 week 10
61,net_export,-1e-10,hl,2021 week 10
62,net_export,-1e-10,hl,2021 week 10
63,net_export,-1e-10,hl,2021 week 10
64,net_export,-1e-10,hl,2021 week 10
65,net_export,-1e-10,hl,2021 week 10
66,net_export,-1e-10,hl,2021 week 10
67,net_export,-1e-10,hl,2021 week 10
68,net_export,-1e-10,hl,2021 week 10
69,net_export,-1e-10,hl,2021 week 10
70,net_export,-1e-10,hl,2021 week 10
71,net_export,-1e-10,hl,2021 week 10
72,net_export,-1e-10,hl,2021 week 10
73,net_export,-1e-10,hl,2021 week 10
74,net_export,-1e-10,hl,2021 week 10
75,net_export,-1e-10,hl,2021 week 10
76,net_export,-1e-10,hl,2021 week 10
77,net_export,-1e-10,hl,2021 week 10
78,net_export,-1e-10,hl,2021 week 10
79,net_export,-1e-10,hl,2021 week 10
80,net_export,-1e-10,hl,2021 week 10
81,net_export,-1e-10,hl,2021 week 10
82,net_export,-1e-10,hl,2021 week 10
83,net_export,-1e-10,hl,2021 week 10
84,net_export,-1e-10,hl,2021 week 10
85,net_export,-1e-10,hl,2021 week 10
86,net_export,-1e-10,hl,2021 week 10
87,net_export,-1e-10,hl,2021 week 10
88,net_export,-1e-10,hl,2021 week 10
89,net_export,-1e-10,hl,2021 week 10
90,net_export,-1e-10,hl,2021 week 10
91,net_export,-1e-10,hl,2021 week 10
92,net_export,-1e-10,hl,2021 week 10
93,net_export,-1e-10,hl,2021 week 10
94,net_export,-1e-10,hl,2021 week 10
95,net_export,-1e-10,hl,2021 week 10
96,net_export,-1e-10,hl,2021 week 10
97,net_export,-1e-10,hl,2021 week 10
98,net_export,-1e-10,hl,2021 week 10
99,net_export,-1e-10,hl,2021 week 10
100,net_export,-1e-10,hl,2021 week 10
101,net_export,-1e-10,hl,2021 week 10
102,net_export,-1e-10,hl,2021 week 10
103,net_export,-1e-10,hl,2021 week 10
104,net_export,-1e-10,hl,2021 week 10
105,net_export,-1e-10,hl,2021 week 10
106,net_export,-1e-10,hl,2021 week 10
107,net_export,-1e-10,hl,2021 week 10
108,net_export,-1e-10,hl,2021 week 10
109,net_export,-1e-10,hl,2021 week 10
110,net_export,-1e-10,hl,2021 week 10
111,net_export,-1e-10,hl,2021 week 10
112,net_export,-1e-10,hl,2021 week 10
113,net_export,-1e-10,hl,2021 week 10
114,net_export,-1e-10,hl,2021 week 10
115,net_export,-1e-10,hl,2021 week 10
116,net_export,-1e-10,hl,2021 week 10
117,net_export,-1e-10,hl,2021 week 10
118,net_export,-1e-10,hl,2021 week 10
119,net_export,-1e-10,hl,2021 week 10
120,net_export,-1e-10,hl,2021 week 10
121,net_export,-1e-10,hl,2021 week 10
122,net_export,-1e-10,hl,2021 week 10
123,net_export,-1e-10,hl,2021 week 10
124,net_export,-1e-10,hl,2021 week 10
125,net_export,-1e-10,hl,2021 week 10
126,net_export,-1e-10,hl,2021 week 10
127,net_export,-1e-10,hl,2021 week 10
128,net_export,-1e-10,hl,2021 week 10
129,net_export,-1e-10,hl,2021 week 10
130,net_export,-1e-10,hl,2021 week 10
131,net_export,-1e-10,hl,2021 week 10
132,net_export,-1e-10,hl,2021 week 10
133,net_export,-1e-10,hl,2021 week 10
134,net_export,-1e-10,hl,2021 week 10
135,net_export,-1e-10,hl,2021 week 10
136,net_export,-1e-10,hl,2021 week 10
137,net_export,-1e-10,hl,2021 week 10
138,net_export,-1e-10,hl,2021 week 10
139,net_export,-1e-10,hl,2021 week 10
140,net_export,-1e-10,hl,2021 week 10
141,net_export,-1e-10,hl,2021 week 10
142,net_export,-1e-10,hl,2021 week 10
143,net_export,-1e-10,hl,2021 week 10
144,net_export,-1e-10,hl,2021 week 10
145,net_export,-1e-10,hl,2021 week 10
146,net_export,-1e-10,hl,2021 week 10
147,net_export,-1e-10,hl,2021 week 10
148,net_export,-1e-10,hl,2021 week 10
149,net_export,-1e-10,hl,2021 week 10
150,net_export,-1e-10,hl,2021 week 10
151,net_export,-1e-10,hl,2021 week 10
152,net_export,-1e-10,hl,2021 week 10
153,net_export,-1e-10,hl,2021 week 10
154,net_export,-1e-10,hl,2021 week 10
155,net_export,-1e-10,hl,2021 week 10
156,net_export,-1e-10,hl,2021 week 10
157,net_export,-1e-10,hl,2021 week 10
158,net_export,-1e-10,hl,2021 week 10
159,net_export,-1e-10,hl,2021 week 10
160,net_export,-1e-10,hl,2021 week 10
161,net_export,-1e-10,hl,2021 week 10
162,net_export,-1e-10,hl,2021 week 10
163,net_export,-1e-10,hl,2021 week 10
164,net_export,-1e-10,hl,2021 week 10
165,net_export,-1e-10,hl,2021 week 10
166,net_export,-1e-10,hl,2021 week 10
167,net_export,-1e-10,hl,2021 week 10
168,net_export,-1e-10,hl,2021 week 10
1,charge,-1e-10,hl,2021 week 10
2,charge,-1e-10,hl,2021 week 10
3,charge,-1e-10,hl,2021 week 10
4,charge,-1e-10,hl,2021 week 10
5,charge,-1e-10,hl,2021 week 10
6,charge,-1e-10,hl,2021 week 10
7,charge,-1e-10,hl,2021 week 10
8,charge,-1e-10,hl,2021 week 10
9,charge,-1e-10,hl,2021 week 10
10,charge,-1e-10,hl,2021 week 10
11,charge,-1e-10,hl,2021 week 10
12,charge,-1e-10,hl,2021 week 10
13,charge,-1e-10,hl,2021 week 10
14,charge,-1e-10,hl,2021 week 10
15,charge,-1e-10,hl,2021 week 10
16,charge,-1e-10,hl,2021 week 10
17,charge,-1e-10,hl,2021 week 10
18,charge,-1e-10,hl,2021 week 10
19,charge,-1e-10,hl,2021 week 10
20,charge,-1e-10,hl,2021 week 10
21,charge,-1e-10,hl,2021 week 10
22,charge,-1e-10,hl,2021 week 10
23,charge,-1e-10,hl,2021 week 10
24,charge,-1e-10,hl,2021 week 10
25,charge,-1e-10,hl,2021 week 10
26,charge,-1e-10,hl,2021 week 10
27,charge,-1e-10,hl,2021 week 10
28,charge,-1e-10,hl,2021 week 10
29,charge,-1e-10,hl,2021 week 10
30,charge,-1e-10,hl,2021 week 10
31,charge,-1e-10,hl,2021 week 10
32,charge,-1e-10,hl,2021 week 10
33,charge,-1e-10,hl,2021 week 10
34,charge,-1e-10,hl,2021 week 10
35,charge,-1e-10,hl,2021 week 10
36,charge,-1e-10,hl,2021 week 10
37,charge,-1e-10,hl,2021 week 10
38,charge,-1e-10,hl,2021 week 10
39,charge,-1e-10,hl,2021 week 10
40,charge,-1e-10,hl,2021 week 10
41,charge,-1e-10,hl,2021 week 10
42,charge,-1e-10,hl,2021 week 10
43,charge,-1e-10,hl,2021 week 10
44,charge,-1e-10,hl,2021 week 10
45,charge,-1e-10,hl,2021 week 10
46,charge,-1e-10,hl,2021 week 10
47,charge,-1e-10,hl,2021 week 10
48,charge,-1e-10,hl,2021 week 10
49,charge,-1e-10,hl,2021 week 10
50,charge,-1e-10,hl,2021 week 10
51,charge,-1e-10,hl,2021 week 10
