Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,492845.3,492845.29999999993,5.820766091346741e-11,1.1810533835560045e-16
IME,649302.324,647047.683309883,2254.6406901170267,0.0034724050827777825
JL,449880.0,359783.25723037426,90096.74276962574,0.2002683888361913
LN,463078.16500000004,463078.165,5.820766091346741e-11,1.2569726951705312e-16
SD,0,0,,
JB,0,0,,
