Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,580268.008,560853.0937610653,19414.914238934754,0.03345852945753776
IME,865853.3759999999,742126.9906553149,123726.38534468506,0.14289530857553076
JL,495480.0,432263.07268414134,63216.92731585866,0.12758724331125101
LN,422786.98000000004,418989.4971640184,3797.4828359816456,0.008982024082155142
SD,0,0,,
JB,0,0,,
