STOR,SOLAR,COAL,WIND,HYDRO
0.0,0.0,14428.6047213389,17079.68,0.0
0.0,0.0,14823.175,15425.086,0.0
0.0,0.0,13540.8,11902.402,0.0
0.0,0.0,16311.753119359779,8326.344,0.0
558.9210636683279,0.0,17012.0,6618.376,244.18006239999926
4315.221413368328,811.299,17012.0,5070.53,0.0
6505.93538628477,2258.4809999999998,17012.0,3149.066,0.0
4383.468522567009,4780.086,15947.6720345,2828.822,141.17781280000068
0.0,7784.085,14982.03845875313,6191.384000000001,46.169734399999996
0.0,10766.157000000001,7196.000000000001,11795.654,0.0
0.0,13002.710999999998,6617.750000000001,15158.215999999999,0.0
0.0,14296.404,6617.750000000001,15745.33,0.0
0.0,13726.301999999998,6617.750000000001,15051.467999999999,0.0
0.0,11116.989,6617.750000000001,15264.963999999998,0.0
0.0,8661.165,6617.750000000001,18200.534,19.18814079999993
0.0,6051.852000000003,6617.750000000001,26740.374,46.219734399999936
0.0,2827.925706002752,6617.750000000001,38162.409999999996,0.0
0.0,2718.948,6617.750000000001,37148.304,46.16973439999998
774.4958334213942,1052.4959999999992,6617.750000000001,23377.812,46.16973439999998
7744.0607693864595,65.781,6617.750000000001,16065.573999999999,76.28946880000001
7595.274876786455,0.0,6617.750000000001,16759.436,320.0
6877.9626762847665,0.0,6617.750000000001,17293.176,0.0
4618.344584384768,0.0,6617.750000000001,17239.802,92.33946879999999
1450.4852283683297,0.0,6617.750000000001,19641.632,22.426281599999797
0.0,0.0,6617.750000000001,21883.34,0.0
0.0,0.0,6617.750000000001,23484.56,0.0
0.0,0.0,6617.750000000001,24071.674,0.0
0.0,0.0,6617.750000000001,24071.674,0.0
0.0,0.0,6617.750000000001,24979.032000000003,0.0
0.0,811.2989999999991,6617.750000000001,21349.600000000002,0.0
191.17810822031834,2455.824,6617.750000000001,20175.372,320.0
0.0,6007.998,6617.750000000001,21990.088,0.0
0.0,9231.267,6617.750000000001,19161.266,0.0
0.0,11445.894,6617.750000000001,15478.46,0.0
0.0,12871.148999999998,6617.750000000001,12436.142,0.0
0.0,13616.667,6617.750000000001,11582.157999999998,0.0
0.0,13748.229,6617.750000000001,11315.288,0.0
0.0,12147.558,7113.668785388439,9767.442,46.16973439999998
0.0,11029.280999999999,11261.033515080679,7258.8640000000005,46.16973439999998
0.0,8990.07,15709.834054012554,4750.286,46.16973439999998
4106.134555492241,6512.3189999999995,17012.0,2722.0740000000005,46.16973439999998
9659.537004992242,3749.5170000000003,17012.0,1761.342,46.16973439999998
10295.771239392241,1359.474,17012.0,2882.196,320.0
6550.729740592242,109.635,17012.0,7739.23,76.28946880000002
0.0,0.0,17012.0,14090.736,0.0
0.0,0.0,17012.0,18040.412,0.0
0.0,0.0,15953.008552179297,19001.144,0.0
0.0,0.0,17012.0,18200.534,0.0
0.0,0.0,17012.0,15905.452,0.0
0.0,0.0,17012.0,12863.134,0.0
0.0,0.0,17012.0,10194.434,19.238140799999883
0.0,0.0,17012.0,8966.832,46.16973439999998
0.0,0.0,17660.03476940121,7899.352,46.16973439999998
3322.460298801207,701.6639999999998,18012.0,5817.766,46.16973439999998
6115.4859317847695,2302.335,18012.0,3255.8139999999994,76.28946880000001
2272.2359805847664,6095.705999999999,18012.0,2722.0739999999996,320.0
0.0,9867.15,17654.5,2455.2039999999997,0.0
0.0,12257.193000000001,17654.5,1174.2279999999998,0.0
0.0,12915.002999999999,17654.5,373.618,30.3734840173845
0.0,15063.849000000002,17654.5,106.74799999999959,0.0
0.0,15875.148,17654.5,53.373999999999796,0.0
0.0,15129.63,17654.5,53.374,0.0
0.0,13090.419,17654.5,106.748,0.0
0.0,10524.96,18774.743828357976,160.1219999999994,35.034391182615366
1192.726637017384,7411.326000000001,20485.0,160.122,46.16973439999998
6458.454583617386,3793.3709999999996,20485.0,106.748,320.0
9032.872403617384,1227.912,20485.0,53.374,0.0
9782.180823617384,87.708,20485.0,53.373999999999995,0.0
8965.679153617382,0.0,20485.0,533.74,0.0
6685.91659802764,0.0,20485.0,2828.822,187.8670783999999
0.0,0.0,20482.286207584766,7418.986000000001,0.0
0.0,0.0,20270.5,10941.67,0.0
0.0,0.0,20270.5,11261.913999999999,0.0
0.0,0.0,20270.5,9660.694,0.0
0.0,0.0,20270.5,7312.238,0.0
0.0,0.0,20270.5,5711.018,0.0
112.44561753990655,0.0,20485.0,3682.8060000000005,46.16973439999998
4511.264497339908,548.1750000000001,20485.0,693.862,138.4592032
5865.1675005097695,1491.036,20485.0,160.122,0.0
3695.9745305097713,3091.707,20485.0,106.748,304.0
1340.4315760097656,5657.166,20485.0,53.374,19.23814079999987
0.0,10612.668,20270.5,0.0,0.0
0.0,13572.813,20270.5,0.0,0.0
0.0,12213.339000000002,20270.5,0.0,0.0
0.0,12432.608999999999,20270.5,0.0,0.0
0.0,13046.564999999999,20270.5,0.0,0.0
0.0,10239.909000000001,20270.5,0.0,0.0
1711.1757441609893,6621.954,20485.0,0.0,46.16973439999998
5327.966512132003,4407.327,20485.0,0.0,320.0
9444.881686276147,2324.2619999999997,20485.0,53.373999999999796,0.0
9007.501337332002,942.8609999999998,20485.0,266.87,122.45920320000002
6873.215576132003,65.781,20485.0,2988.944,46.169734399999996
5429.067291932002,0.0,20485.0,5284.026,0.0
3998.9946449097683,0.0,20485.0,6191.384,19.23814079999987
0.0,0.0,20270.5,10728.174,0.0
0.0,0.0,20270.5,14144.11,0.0
0.0,0.0,20270.5,12542.89,0.0
0.0,0.0,20270.5,10995.044,0.0
0.0,0.0,20270.5,7685.856,0.0
1430.4812516253264,0.0,20485.0,2775.448,46.16973439999998
3523.7175528253265,0.0,20485.0,640.488,122.45920319999999
6324.839768225328,504.32099999999997,20485.0,213.49600000000004,0.0
6326.465849955466,1798.0140000000001,20485.0,160.122,320.0
3160.6134103554696,3968.787,20485.0,373.61799999999994,0.0
1434.0189732554688,6709.662,20458.786781,320.2439999999997,92.33946879999999
0.0,8573.457,20270.5,213.49599999999919,46.169734399999996
0.0,11270.478000000001,19898.86068729422,160.122,0.0
0.0,13528.959,17283.91804791922,0.0,0.0
0.0,14427.966,17700.8958029,0.0,0.0
0.0,13397.396999999999,17558.684244099997,0.0,0.0
0.0,9472.464,19024.0,533.7399999999998,0.0
0.0,4670.450999999999,18114.821924894328,8326.344,0.0
0.0,2653.167,19024.0,8166.222,65.35787519999991
4374.622703711565,1381.4010000000007,18206.710000000006,7258.8640000000005,138.50920319999994
0.0,526.248,11498.3,21990.088,0.0
0.0,0.0,11517.258481773828,30796.798,0.0
3519.8650357115657,0.0,14962.0,12115.898000000001,46.16973439999998
5307.454843405469,0.0,14962.0,9020.206,46.16973439999998
754.3423816246618,0.0,13930.8275313808,12489.516000000001,92.33946879999996
656.9376624412951,0.0,10078.975353339509,15745.33,0.0
0.0,0.0,5397.000000000001,19748.38,272.9474297395061
593.9610352395102,0.0,3790.750000000001,20804.117619090906,77.22230466049389
0.0,0.0,2268.0249999999996,24153.289441631983,0.0
0.0,0.0,1419.925,30209.683999999997,0.0
0.0,0.0,1419.925,26163.561749513272,0.0
0.0,285.0509999999995,1419.925,28448.342,0.0
5414.368000656104,0.0,1419.925,23773.52186983374,230.84867199999997
1235.6145708171157,0.0,1419.925,27832.969737272728,46.169734399999996
0.0,0.0,1419.925,28157.774703689847,46.169734399999996
0.0,0.0,1419.925,29614.431646482088,46.169734399999996
0.0,0.0,1419.925,30454.19363760381,46.169734399999996
0.0,0.0,1419.925,45016.90815992209,0.0
0.0,0.0,1419.925,46020.7881117221,46.169734399999996
0.0,0.0,1419.925,30204.17905831157,46.169734399999996
0.0,0.0,1419.925,29161.65022990381,46.169734399999996
0.0,0.0,1419.925,30628.590338882084,0.0
0.0,0.0,1419.925,30000.500331192245,0.0
14250.0,0.0,0.0,18538.825375234963,0.0
0.0,0.0,0.0,32447.83005523496,0.0
14250.0,0.0,0.0,17617.398383234962,230.84867199999997
0.0,0.0,0.0,32068.35734639224,0.0
