STOR,SOLAR,COAL,WIND,GAS,HYDRO
0.0,0.0,6363.812749891698,33.4,29.0,354.79053100000004
0.0,0.0,6361.5675,275.55,29.0,31.254880891699017
0.0,0.0,6361.5675,868.4,29.0,0.0
0.0,0.0,6361.5675,835.0,29.0,0.16887721660361876
0.0,0.0,6361.5675,475.95000000000005,29.0,161.25788089169748
0.0,92.39999999999998,7081.5675,375.75,29.0,543.0073869883387
0.0,638.4000000000001,7089.0675,718.0999999999999,29.0,786.6884831087897
0.0,1537.1999999999998,6666.005702749899,1127.25,29.0,438.1009038070875
0.0,2322.6000000000004,6367.89705299046,1185.6999999999998,29.0,334.8608640985494
0.0,2868.6000000000004,6727.89705299046,1143.95,29.0,0.0
0.0,3187.8,7089.0675,1010.3500000000004,29.0,116.34935299045958
0.0,3297.0,6721.5675,1027.05,29.0,379.71557800230096
0.0,2967.6892780024245,6361.5675,1093.8500000000001,29.0,-1.2494183465605602e-10
0.0,2906.3999999999996,6369.0675,1093.8500000000001,29.0,194.23757800229998
0.0,2406.6,7089.0675,1002.0,29.0,182.9756480022994
0.0,1722.0,7724.7307874355465,843.35,29.0,300.2905310000001
0.0,911.3999999999999,9547.567500000001,517.7,96.7480474357294,831.3750988219716
0.0,193.2,9547.567500000001,559.45,93.0,789.2308070890144
0.0,0.0,9547.567500000001,759.85,29.0,315.7156870890144
0.0,0.0,9547.567500000001,743.15,93.0,300.29053100000004
0.0,0.0,9489.45525608901,684.7,29.0,300.29053100000004
0.0,0.0,8472.567500000001,668.0,29.0,254.1577170890099
0.0,0.0,7314.57479807947,592.8499999999999,29.0,346.4233449109902
0.0,0.0,6736.5675,501.0,29.0,19.2980322308033
0.0,0.0,6374.867249611202,375.75,29.0,408.8893865789964
0.0,0.0,6721.5675,317.3,29.0,37.815236190200324
0.0,0.0,7070.047596190199,258.85,29.0,0.0
0.0,0.0,7096.5675,133.6,29.0,0.0
0.0,0.0,7096.5675,41.75,29.0,300.2905310000001
0.0,92.39999999999999,7972.4425,8.349999999999994,29.0,496.1466629581413
0.0,709.8000000000001,7966.065415922632,0.0,29.0,1001.1223374128194
0.0,1528.8,7722.1925,8.35,29.0,240.592753335449
0.0,2230.2000000000003,7471.9425,16.7,29.0,199.22745333544947
0.0,2746.8,7597.0675,8.349999999999909,29.0,69.801292958141
0.0,3049.2,7847.3175,8.35,29.0,177.28139295814174
0.0,3154.2,7456.5675,16.7,29.0,499.36296619020084
0.0,3061.7999999999997,7033.922866190202,33.4,29.0,0.0
0.0,2772.0,7221.6925,83.5,29.0,191.74546619019986
0.0,2289.0,7722.1925,125.25,29.0,226.0653661902008
0.0,1625.4,8339.460143486882,116.9,29.0,201.85014947125728
0.0,852.6,10219.15,41.75,145.0,523.2539929581399
0.0,180.6,10161.11612896449,16.69999999999999,145.0,698.7922243709613
0.0,0.0,9972.525,8.35,145.0,208.42215333545073
0.0,0.0,9741.6747,0.0,145.0,806.1437533354488
0.0,0.0,9624.0675,8.35,137.21930716514998,300.29053100000004
0.0,0.0,8788.42722233545,16.7,29.0,300.29053100000004
0.0,0.0,7724.750356853382,33.4,29.0,300.29053100000004
0.0,0.0,7173.067499999999,50.1,29.0,108.7097229581392
0.0,0.0,7173.067499999999,41.75,29.0,181.94499800676056
