Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,293431.5,293431.5000000001,-8.731149137020111e-11,-2.9755323259500467e-16
IME,687923.496,687923.4959999998,1.8917489796876907e-10,2.7499409319313186e-16
JL,671585.6299999999,671585.63,-1.1641532182693481e-10,-1.7334397376390384e-16
LN,512663.48,512663.48,5.820766091346741e-11,1.1353970622886461e-16
SD,0.0,0.0,0.0,NaN
JB,0.0,0.0,0.0,NaN
