Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,1.8687898960132399e6,3.2450859943116764e6,3.0863758235339667e6,87.0,193731.8479151999,0.0
IME,2.388791417092618e6,6.887236044701101e6,1.032103320496362e7,0.0,30656.703641600012,0.0
JL,1.5048515873126169e6,3.520955645982583e6,6.035423885590314e6,0.0,750873.4127386808,0.0
LN,1.82371772831462e6,8.405239577162087e6,8.075313729316147e6,150.0,162790.26806784002,6.642357588998695e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
