Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,142947.0,142947.0,0.0,0.0
IME,112087.584,110304.52530457066,1783.0586954293394,0.015907727080898982
JL,125494.2,125494.20000000004,-4.3655745685100555e-11,-3.4787062418104233e-16
LN,171678.48,171678.48,0.0,0.0
SD,0,0,,
JB,0,0,,
