Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,249364.4,246346.79740272192,3017.602597278077,0.012101176420042626
IME,1.0861327800000003e6,996253.8950619631,89878.88493803714,0.08275128657661646
JL,297414.5999999999,297414.6000000001,-1.7462298274040222e-10,-5.87136551939287e-16
LN,644634.48,644634.48,0.0,0.0
SD,0,0,,
JB,0,0,,
