Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,125962.2,121437.29647052115,4524.903529478848,0.0359227095865176
IME,111791.232,78116.83533242653,33674.39666757347,0.301225740741219
JL,113740.57999999999,113740.58000000003,-4.3655745685100555e-11,-3.8381856049178363e-16
LN,130403.18,130403.18000000002,-2.9103830456733704e-11,-2.2318344120698364e-16
SD,0,0,,
JB,0,0,,
