Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,143547.0784618181,1.010701890137792e6,140163.2278208141,5845.631272,53906.70340799994,
IME,3151.246322999999,96606.64654636363,2.660882653730128e6,249150.59999999998,,11624.279832000006,
JL,2600.0,125148.19999999998,1.1541781623306966e6,262262.70000000007,,150431.5729132801,
LN,4070.443057106613,138863.78,2.9213292986468007e6,134124.92999999996,4128.113894999998,48418.8216,891240.0
SD,,,0.0,,,,
JB,,,0.0,,,,
