Region,STOR,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,0.0,118807.36380557017,1.1390496012846094e6,222324.9121238948,5116.400944670665,49753.72996313585,
IME,17035.006952506228,81119.34850798198,2.240482080859804e6,1.1951763735843007e6,,11131.038071999998,
JL,2191.9497239453913,120740.15999999995,746283.905408879,279532.75,,160630.32360648003,
LN,3273.3876996270365,159924.45999999993,2.267331156217149e6,577186.13,1400.0,42064.29359999995,889659.3684419524
SD,,,0.0,,,,
JB,,,0.0,,,,
