Region,SOLAR,COAL,WIND,GAS,HYDRO,NUCLEAR
HL,2.1756849325881745e6,3.6222237120984965e6,2.6133856835457147e6,0.0,257419.3546511998,0.0
IME,3.0211461005971543e6,9.367778669315975e6,5.279573145065357e6,0.0,26384.687400960003,0.0
JL,1.868692993747414e6,3.8377015710026827e6,6.172443994294711e6,0.0,1.3605872427802004e6,0.0
LN,1.9440071749999998e6,1.1367786077240966e7,4.646969068051362e6,0.0,288795.3463987199,6.97526611185113e6
SD,0.0,0.0,0.0,0.0,0.0,0.0
JB,0.0,0.0,0.0,0.0,0.0,0.0
