Region,Week1,Week2,Week3,Week4
HL,-4.2366458927635706e-16,0.00629877458762268,0.013721585792156,1.1810533835560045e-16
IME,-3.0764725500023965e-16,1.4052997626168965e-16,0.01328432504740867,3.585858775608966e-16
JL,0.09373486267323322,0.006718275027951209,0.006608240583632008,0.0017727891499169336
LN,1.3431287352588936e-16,4.4105363896588847e-16,0.0,1.2569726951705312e-16
SD,,,,
JB,,,,
