Region,TotalPotentials,TotalCurtailments,Curtailment_rate
HL,5.577978444000001e6,527889.6294982854,0.09463816233748881
IME,1.5163926692999998e7,2.2678366077478523e6,0.14955470661795903
JL,9.363135e6,1.6037779924929538e6,0.17128643264173313
LN,9.926800915000001e6,14658.652389090566,0.001476674360109353
SD,0.0,,
JB,0.0,,
NEG,4.0031841052e7,4.414162882128182e6,0.11026629718064514
