Time_Index,None,HL_Coal,IME_Coal,JL_Coal,LN_Coal,SD_Coal,JB_Coal,HL_Gas,IME_Gas,JL_Gas,LN_Gas,SD_Gas,JB_Gas
45,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
46,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
47,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
48,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
49,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
50,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
51,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
52,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
53,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
54,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
55,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
56,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
57,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
58,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
59,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
60,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
61,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
62,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
63,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
64,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
65,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
66,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
67,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
68,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
69,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
70,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
71,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
72,0,5.297560394,4.292181194,5.016892034,4.727845514,6.769831873,6.769831873,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
73,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
74,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
75,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
76,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
77,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
78,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
79,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
80,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
81,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
82,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
83,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
84,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
85,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
86,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
87,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
88,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
89,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
90,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
91,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
92,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
93,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
94,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
95,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
96,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
97,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
98,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
99,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
100,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
101,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
102,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
103,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
104,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
105,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
106,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
107,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
108,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
109,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
110,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
111,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
112,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
113,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
114,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
115,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
116,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
117,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
118,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
119,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
120,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
121,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
122,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
123,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
124,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
125,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
126,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
127,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
128,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
129,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
130,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
131,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
132,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
133,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
134,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
135,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
136,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
137,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
138,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
139,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
140,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
141,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
142,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
143,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
144,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
145,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
146,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
147,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
148,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
149,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
150,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
151,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
152,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
153,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
154,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
155,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
156,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
157,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
158,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
159,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
160,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
161,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
162,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
163,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
164,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
165,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
166,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
167,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
168,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
169,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
170,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
171,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
172,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
173,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
174,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
175,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
176,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
177,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
178,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
179,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
180,0,5.297560394,4.292181194,5.016892034,4.727845514,6.69128643,6.69128643,6.564279638,4.883183633,6.564279638,7.364801545,7.364801545,7.364801545
