Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,1.3183638360000001e6,1.2945138833803819e6,23849.95261961827,0.018090569513785015
IME,1.914339686e6,1.8685950906156914e6,45744.5953843086,0.02389575670339449
JL,1.477725e6,1.3839287552909914e6,93796.24470900866,0.06347340994366926
LN,1.401106225e6,1.4011062249999996e6,4.656612873077393e-10,3.323525932573308e-16
SD,0.0,0.0,0.0,NaN
JB,0.0,0.0,0.0,NaN
