Region,TotalPotentials,TotalActuals,TotalCurtailments,Curtailment_rate
HL,580268.008,546560.2644092861,33707.743590713944,0.0580899569267895
IME,865853.3759999999,746111.7028432587,119741.67315674119,0.13829324511029129
JL,495480.0,419002.9911251247,76477.00887487532,0.15434933574488438
LN,422786.98000000004,422786.98,5.820766091346741e-11,1.376760961595066e-16
SD,0,0,,
JB,0,0,,
