STOR,SOLAR,COAL,WIND,GAS,HYDRO
0.0,0.0,4760.925000000001,6832.628,0.0,0.0
0.0,0.0,4760.925000000001,5917.2519999999995,0.0,0.0
0.0,0.0,4760.925000000001,4511.496,0.0,0.0
0.0,0.0,4760.925000000001,3465.352,0.0,415.1386819999997
0.0,328.85199999999986,4760.925000000001,2517.284,0.0,0.0
2850.0,1367.332,6225.625,130.768,0.0,678.5515796238037
2011.154805,3046.2079999999996,6225.625,0.0,0.0,993.9338931761966
1154.8966617750023,4638.544,6225.625,32.692,0.0,290.0177364
0.0,5659.716,4760.925000000001,686.532,0.0,0.0
0.0,7044.356,4882.156268865832,1144.22,0.0,580.0354728
0.0,7477.056,4760.925000000001,1242.2959999999994,0.0,290.0177364
0.0,7390.515999999999,4760.925000000001,1274.988,0.0,290.0177364
0.0,7857.831999999999,4760.925000000001,1340.372,0.0,0.0
0.0,7927.064,4760.925000000001,1405.7559999999994,0.0,0.0
0.0,7321.284,4760.925000000001,1340.3719999999994,0.0,0.0
0.0,5953.951999999999,4760.925000000001,1340.372,0.0,67.62094559999969
318.19053719999977,3928.916,6225.625,1340.372,0.0,579.9854728000004
2732.996073600001,1903.88,6225.625,555.764,0.0,290.0177364
2378.3377730999982,623.088,6913.478620500002,130.768,0.0,290.0177364
4099.392457999999,0.0,6415.2017656,98.07600000000001,0.0,290.0177364
2521.941810000001,0.0,6225.625,261.536,0.0,1092.5
1295.4491536000005,0.0,5989.675,1046.144,0.0,290.0177364
0.0,0.0,5954.10269,2157.672,0.0,290.0177364
0.0,0.0,5817.485613600002,3105.7400000000002,0.0,290.0177364
0.0,0.0,5004.6555636,3498.044,0.0,290.0177364
0.0,0.0,4760.925000000001,4021.116,0.0,0.0
0.0,0.0,4760.925000000001,4674.955999999999,0.0,0.0
0.0,0.0,4760.925000000001,5132.644,0.0,0.0
0.0,294.2359999999999,5274.339574400001,3530.736,0.0,67.62094559999969
0.0,1384.6399999999999,5989.675,457.688,0.0,1048.7665054999998
0.0,3201.9799999999996,5635.9960085,1013.452,0.0,623.7189673000006
0.0,5452.02,4760.925000000001,2223.056,0.0,290.0177364
0.0,7598.212,4760.925000000001,2844.2040000000006,0.0,166.33602539999777
0.0,9017.468,4760.925000000001,3465.352,0.0,0.0
0.0,9882.867999999999,4760.925000000001,4086.5,0.0,0.0
0.0,10246.336,4760.925000000001,4021.116,0.0,431.51712919999966
0.0,10090.563999999998,4760.925000000001,3465.352,0.0,0.0
0.0,9225.164,4760.925000000001,2811.511999999999,0.0,49.80326380000224
0.0,7771.292,4760.925000000001,2484.5919999999996,0.0,290.0177364000001
0.0,5728.948,4760.925000000001,2157.672,0.0,290.0177364000001
747.2302536000007,3150.056,5989.675,1961.52,0.0,290.0177364000001
3026.516028638757,1367.332,5989.675,1144.22,0.0,290.0177364000001
4744.011478615197,380.77599999999995,5989.675,719.224,0.0,290.0177364000001
3945.703943600003,0.0,5989.675,457.688,0.0,290.0177364000001
2850.0,0.0,5989.675,326.92,0.0,744.8751100000018
1402.8704108000027,0.0,5989.675,326.92,0.0,766.1466891999974
0.0,0.0,5989.675,588.4559999999999,0.0,451.48141000000123
0.0,0.0,5989.675,1242.296,0.0,290.0177364
0.0,0.0,5944.396303600002,2419.208,0.0,290.0177364
0.0,0.0,4495.05,4086.5,0.0,0.0
0.0,0.0,4495.05,5590.332,0.0,0.0
0.0,0.0,4495.05,6996.088,0.0,0.0
0.0,363.468,4495.05,6407.6320000000005,0.0,67.62094559999969
805.4726322000006,1436.564,4544.05,1274.988,0.0,1150.0
0.0,3305.828,4544.05,784.6080000000001,0.0,522.4854728000003
0.0,5590.484,3466.1606273228517,1699.984,0.0,290.0177364
0.0,7684.752,3315.3,1732.6759999999995,0.0,0.0
